movie_id,title,overview,vote_average,vote_count
117951.0,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",7.8,2737.0
115736.0,Bound,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.",6.9,203.0
167404.0,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",7.7,3223.0
113326.0,Rumble in the Bronx,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",6.5,245.0
113492.0,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",5.4,643.0
76759.0,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,8.1,6778.0
111280.0,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,6.4,461.0
106673.0,Dave,"Bill Mitchell is the philandering and distant President of the United States. Dave Kovic is a sweet-natured and caring Temp Agency operator, who by a staggering coincidence looks exactly like the President. As such, when Mitchell wants to escape an official luncheon, the Secret Service hires Dave to stand in for him. Unfortunately, Mitchell suffers a severe stroke whilst having sex with one of his aides, and Dave finds himself stuck in the role indefinitely. The corrupt and manipulative Chief of Staff, Bob Alexander, plans to use Dave to elevate himself to the White House - but unfortunately, he doesn't count on Dave enjoying himself in office, using his luck to make the country a better place, and falling in love with the beautiful First Lady...",6.3,205.0
82509.0,Heavy Metal,"A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.",6.3,150.0
42332.0,Cinderella,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",6.8,1760.0
43274.0,Alice in Wonderland,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",7.0,1557.0
96754.0,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",7.1,822.0
75686.0,Annie Hall,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",7.8,1044.0
100519.0,Rosencrantz & Guildenstern Are Dead,"Two minor characters from the play, ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them.",7.3,75.0
77631.0,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",7.2,1633.0
76054.0,Freaky Friday,"School girl Annabel is hassled by her mother, and Mrs. Andrews is annoyed with her daughter, Annabel. They both think that the other has an easy life. On a normal Friday morning, both complain about each other and wish they could have the easy life of their daughter/mother for just one day and their wishes come true as a bit of magic puts Annabel in Mrs. Andrews' body and vice versa. They both have a Freaky Friday.",6.3,64.0
98213.0,Roger & Me,"A documentary about the closure of General Motors' plant at Flint, Michigan, which resulted in the loss of 30,000 jobs. Details the attempts of filmmaker Michael Moore to get an interview with GM CEO Roger Smith.",7.4,92.0
89731.0,One Magic Christmas,"Ginny Grainger, a young mother, rediscovers the joy and beauty of Christmas, thanks to the unshakable faith of her six-year-old daughter Abbie and Gideon, Ginny's very own guardian angel.",5.7,15.0
131325.0,Bowfinger,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.",6.0,258.0
66765.0,And Now for Something Completely Different,And Now for Something Completely Different is a film spin-off from the television comedy series Monty Python's Flying Circus featuring favourite sketches from the first two seasons.,7.1,139.0
80339.0,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",7.1,1104.0
94737.0,Big,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",6.9,1022.0
85334.0,A Christmas Story,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",7.4,352.0
104839.0,Medicine Man,"An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a ""mere woman,"" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research, and they eventually learn to work together, and begin falling in love.",5.8,114.0
70328.0,Live and Let Die,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,6.4,540.0
104684.0,Hard Boiled,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,7.4,169.0
117218.0,The Nutty Professor,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",5.4,717.0
120888.0,The Wedding Singer,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",6.5,603.0
99674.0,The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",7.1,1589.0
120601.0,Being John Malkovich,"Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body.",7.3,1124.0
134119.0,The Talented Mr. Ripley,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",7.1,790.0
187393.0,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",6.8,1130.0
250494.0,Legally Blonde,"Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.",6.2,908.0
268978.0,A Beautiful Mind,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",7.7,3087.0
298130.0,The Ring,"It sounded like just another urban legend: A videotape filled with nightmarish images, leading to a phone call foretelling the viewer's death in exactly seven days. As a newspaper reporter, Rachel Keller was naturally skeptical of the story, until four teenagers all met with mysterious deaths exactly one week after watching just such a tape. Allowing her investigative curiosity to get the better of her, Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring.",6.5,1720.0
130827.0,Run Lola Run,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",7.2,672.0
304141.0,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",7.7,6037.0
114709.0,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",7.7,5415.0
114287.0,Rob Roy,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",6.5,151.0
114887.0,A Walk in the Clouds,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.,6.5,168.0
111282.0,Stargate,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",6.8,942.0
104691.0,The Last of the Mohicans,"As the English and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",7.1,747.0
104952.0,My Cousin Vinny,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend , to try his first case, it's a real shock - for him and the Deep South!",7.3,393.0
313542.0,Runaway Jury,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,6.9,354.0
114057.0,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,7.0,33.0
117631.0,Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",7.3,136.0
120255.0,The Sweet Hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",6.8,108.0
138304.0,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",5.5,263.0
95270.0,Hairspray,"Ample teen Tracy Turnblad wants nothing more than to be on the hip local TV dance program, ""The Corny Collins Show"" -- and when her dream comes true, her lively moves and bubbly personality meet with unexpected popularity. But after witnessing firsthand the terrible state of race relations in 1960s Baltimore, Turnblad becomes an outspoken advocate for desegregation.",6.6,102.0
102798.0,Robin Hood: Prince of Thieves,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",6.6,937.0
133189.0,SLC Punk,"Two former geeks become 1980s punks, then party and go to concerts while deciding what to do with their lives.",7.3,93.0
94791.0,The Bourne Identity,"An unconscious man is washed ashore on the beach of a small French village during a heavy storm. A retired doctor takes care of the unconscious stranger. When the mysterious man recovers, he can't remember a thing...he does not know his name, he does not know where his flashback memories come from, and he does not know why the access code for an anonymous Swiss bank account is implanted in his thigh. As he seeks his own identity, things quickly become dangerous. There are attempts to kill him, he is well known in first class hotels across Europe, and worst of all, there are strange similarities between his memories and reported actions of the notorious terrorist, Carlos the Jackal.",6.1,28.0
1375666.0,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",8.1,14075.0
780504.0,Drive,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,7.4,3832.0
1074638.0,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",6.9,7718.0
118715.0,The Big Lebowski,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",7.8,3001.0
161081.0,What Lies Beneath,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",6.3,504.0
209958.0,The Cell,A psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim.,6.0,442.0
171804.0,Boys Don't Cry,"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.",7.2,360.0
79588.0,The Muppet Movie,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate.",7.0,168.0
101587.0,City Slickers,New York meets the west in this comedy starring Billy Crystal. Three New York business men decide to take a 'Wild West' vacation that turns out to not be the relaxing vacation they had envisioned.,6.2,232.0
185906.0,Band of Brothers,"Drawn from interviews with survivors of Easy Company, as well as their journals and letters, Band of Brothers chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name.",8.2,725.0
126916.0,For Love of the Game,"A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.",6.3,88.0
183523.0,Mission to Mars,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",5.7,374.0
112281.0,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",6.1,1128.0
113627.0,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",7.1,365.0
112442.0,Bad Boys,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",6.5,1729.0
109508.0,Crumb,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",7.6,71.0
109759.0,Exotica,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's owner, Zoe. Meanwhile Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives. Gradually, connections between the traumatic pasts of these characters are revealed.",6.5,64.0
114594.0,Swimming with Sharks,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",6.7,104.0
106677.0,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",7.4,588.0
115798.0,The Cable Guy,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",5.7,603.0
45152.0,Singin' in the Rain,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.",7.9,747.0
103772.0,Basic Instinct,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.",6.5,869.0
50825.0,Paths of Glory,"During World War I, commanding officer General Broulard (Adolphe Menjou) orders his subordinate, General Mireau (George Macready), to attack a German trench position, offering a promotion as an incentive. Though the mission is foolhardy to the point of suicide, Mireau commands his own subordinate, Colonel Dax (Kirk Douglas), to plan the attack. When it ends in disaster, General Mireau demands the court-martial of three random soldiers in order to save face.",8.2,565.0
96257.0,The Thin Blue Line,Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,7.9,109.0
89881.0,Ran,"Set in Japan in the 16th century (or so), an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them, or cause them to turn on each other...and him...",7.9,349.0
97165.0,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",8.1,2786.0
100263.0,La Femme Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance - as a secret political assassin controlled by the government.",7.0,511.0
73341.0,The Man Who Would Be King,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",7.6,148.0
56869.0,The Birds,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay.",7.3,959.0
103919.0,Candyman,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",6.2,303.0
116922.0,Lost Highway,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.",7.5,572.0
116783.0,Kissed,"Over the years, a child's romantic ideals about death blossom into necrophilia, the study of embalming and the most profound relationship of her life.",7.0,21.0
118541.0,8 Heads in a Duffel Bag,"Mafia hitman Tommy Spinelli (Joe Pesci) is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains.",5.4,39.0
119116.0,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",7.3,3962.0
118632.0,The Apostle,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",6.1,39.0
119223.0,Great Expectations,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",6.4,131.0
119942.0,Primary Colors,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",6.1,97.0
120841.0,Species II,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.",4.5,161.0
17136.0,Metropolis,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",8.0,666.0
131857.0,BASEketball,"Two losers from Milwaukee, Coop &amp; Remer, invent a new game playing basketball, using baseball rules. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. Theirs is the only team standing in the way of major rule changes that the owner of a rival team wants to institute.",5.9,150.0
90756.0,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",7.7,758.0
63522.0,Rosemary's Baby,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,7.5,892.0
84787.0,The Thing,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,7.8,1629.0
119643.0,Meet Joe Black,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",6.9,1174.0
88933.0,Cocoon,"A group of aliens return to earth to take back some cocoons of their people they left behind from an earlier trip. They kept the recovered cocoons in the swimming pool of a house they rented in a small Florida town. Their mission is hampered by a number of old people from an elderly home nearby, who have been secretly using the pool and discovering the unusual power of these cocoons.",6.5,329.0
88930.0,Clue,"Clue finds six colorful dinner guests gathered at the mansion of their host, Mr. Boddy -- who turns up dead after his secret is exposed: He was blackmailing all of them. With the killer among them, the guests and Boddy's chatty butler must suss out the culprit before the body count rises.",7.1,377.0
